제목,날짜,작성일,작성자,댓글
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 09:35:00,두루두루살자,"달삼쓰뱃하는 두놈들의 콜라보...
태극기모욕부대 차지하기 위한 경쟁...ㅋㅋㅋ..
적과의 동침이 얼마나 갈까나?...
저번 경합에서 지고 협력한다는 약속 어기고 미쿡으로 도망갔던 철수,
이번에도 도망가면 정치생명 끝장이라 도와 주는척 하고 있다만...
노망난 종인이가 핑계주면 바로 미쿡으로 쓩..."
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 09:07:00,CASSANDRA,"보수 정치의 운명을 회복하기 위해서 ""치우치지 않는 상생""이 중요하며...
""한쪽으로 치우치지 않음""은 포용을 낳고, 포용은 공평을 잉태한다..
공평은 새로운 보수 정권을 탄생시킬 것이다...
이런 새로운 세상은 하늘과 같아서, 국가는 부국해지고, 국민은 행복해진다..."
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 09:00:00,박순웅,음흉하기로 이름난 국민의 힘 대표 김종인- 날이 갈수록 노망끼가 더해가는구나- 지원 유세에 나선 안철수 연설을 듣지 앟고 피해 버렸고- 차마 표현할 수 없는 막가파식 폄훼발언을 일삼고 있으니 노망이지-노욕인지는 모르겠으나 한시 바삐 집에 박혀 쉬셔- 정치를 사욕화 하려드는 저질 중 최고 저질이다.
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 08:54:00,swkim,"여지껐 보아온,김종인씨 견해가,대부분 옳았다.
홍준표비슷한 무리는, 누구도
국민의힘당에서는,받아들이면 안된다."
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 08:46:00,커피홀릭,
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 08:45:00,CASSANDRA,"문재인정권의 정치를 잘 보고 배워야 한다.....
문재인의 정치가 궤계로 가득차니....밑에 있는 민주당 정치인들이 거짓되고(조국,윤미향 등등)
사악한 일들(부동산 투기등등)을 일삼게 된다...
자고로 리더는 바르고 선해야 되고, 포용,배려,용서할 줄 알아야 되는데...
자칭 보수의 리더들은 당권을 쟁취하고져 국민들은 눈에 보이지 않으니..
오호 통재라.. 이렇게 원통하고 분통한 일이 더 있으랴..."
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 09:04:00,새샘거리,"@CASSANDRA 국짐의 과거사가 사법부에서 아직까지 진행되고 있는데 부끄러우눌 모르는 후안무치 종자들
뭐라고 나불대나?
조국이 어때서?
윤미향이 너의 할매 위안부 섬기 잘못했나?
부종산 투기는 조사중이니 뒤집어 보면 알태고.....현재 국회의원 부동산 보유현항을 못보았나?"
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 08:29:00,CASSANDRA,"당권 가지고 불편한 관계가 되서리....
이번 보권 선거는 보수에 있어서는 매우 힘든 게임이다...
국민의 세금으로 재난지원금 나눠주며 면죄부 받겠다는 민주당.. 직효가 있다는 경험...
이번에 꼭 이겨서 좌파정권 바꿔보자는 보수 정치인들이
대한민국 국민들 앞에서 갈등의 모습을 보이고...
그러고도 ...너희들이 인간이냐?? 미친넘들아...
'새로운 세상'에서는 너희같이 싸움만 하는 정치인들은 싹다 갈아엎어야된다.."
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 07:33:00,아짱,"띨수 구김당 들어가겠다
거서 사람대접받으려나 ㅋㅋㅋ
대통령후보된다고 난리피다가 결국 ""팽"" ㅉㅉㅉ
불쌍한 권력욕에 이도저도 못되고 결국 이무기로 마칠생이 아닐련지"
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 05:03:00,애덕 파주,"철수는 진즉에 보수로 들어와 힘을 키웠으면 벌써 통령을 했을텐데, 중간에서 문재인 소모품으로 희생만 당했지."
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 09:06:00,새샘거리,"@애덕 파주 너는 깜량이 된다고 보냐?
빙신 대갈통은 빈통이군"
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 07:34:00,sun41****,"@애덕 파주 안초딩은 실력이 안된거지
인격도 안되고 언행도 안되고 인성도 부족한거다
내가 MB 아바탑니까
아줌마라고 여성 비하하는말 스스럼 없이 하는 인간 절대로 안된다"
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 03:39:00,dothemath,수구세력도 촰맛을 함 볼 때도 됐지. 잘해봐.
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 01:35:00,gog,또 젔다.
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 01:20:00,Jay Shim,"찰스가 눈치가 없구나.
간단한 문제야.
추후 김종인은 다음 대선후보로 누가 본인을 좀 밀어줬으면 하는데
아무도 그럴 생각이 없어 보이니 미칠 것 같을거다.
챨스가 슬쩍 귀뜸해라.
제가 강력하게 밀어 보겠습니다.
바이든이란 영감도 하는데 왜 추후선생이 못 하란 법 있나요 하며.
그럼 모든 문제 간단히 해결된다."
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-26 00:45:00,rksepddl,오세훈이 시장되면 안철수 비서실장자리 하나 줘라. 이젠 어디 갈때가 없어 보인다.
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-25 22:23:00,cha,"김종인은 안철수 등 뒤에 칼을 꽂는 비겁한 노인이다.
그는 현 여당의 뿌락치에 불과하다.
광주 무덤에 가서 남은 생애동안 주욱 무릎꿇고 빌거라"
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-25 22:01:00,돌박사,"종인翁, 참으로 딱하오다, 그려. 末年에 개떡같은 똥당에 다릴 집어 넣는 바람에, 사람 같지 않은 것 들에게 이리 당하고 저리 터지고, 볼 꼬라지 못 볼 꼬라지 감내하고 계시니 말입니다.
가진다나 조조간질래미 한마리 그마마 정화 시켜논 우물에 겨들어와, 흙탕물을 일으키니 말이오.
싹수없고 싹과 바가지 없는 것들은 하느님도 구제 못합니다.
보세요, 좀 잠잠하다 싶으면 '양아치 홍' 돼지발정제가 왈왈거리지, 옆에서 도와줘도 제대로 이끌까 말까하는 개같은 당ㅇ을 어느 정도 궤도에 올려놓으면 주마빡 딴죽걸지, 참으로 가련하외다.
에라이~! 잡것들, 니늠들하곤 못해먹겠다 하고 겨 나오시는 게 上策인 듯 합니다.
종인 翁의 결단을 함, 기다려 보지요.....! 그저 웃습니다. 흐흐흐"
김종인·안철수 ‘불편한 동거’,2021-03-25 21:02:00,2021-03-25 21:51:00,지킴,젊은이들 화합하겠다니 편하게 해주세요. 안하무인 적군을 응징하기 위해서!
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 13:25:00,식민지 국민들,"전국민 낙선운동 켐패인!!! = 지금부터!!! 2017년부터 집2채를 가진자들을 낙선시키고, 공무원은 진급을 10년간 보류시킬수있는 자를 내년 대통령 당선자이어야 한다!!! 문재인 관리자가 못하니, 우리같은 개나, 돼지들이라도 해야지……. 집값오르면, 물가오르고, 월급오르고….. 살기가 더욱 팍팍하고 힘들어진다. 특히 진보 젊은층들이.... 5G에 첨단장비가 있으면 뭐하냐,,,??? 내집에서 이사/피난 안가고 밥3끼 먹는게 더~ 중요하지! ㅎ ㅎ ㅎ 안그냐???"
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 13:25:00,식민지 국민들,"문재인 대통령이 퇴임 후 거처할 경남 양산 사저 공사가 주민 반발에 부딪혔다는 소문 들른적 있는가??? 요즘에??? 문 대통령의 ‘귀촌’으로 불편을 감내하며 살아야 하는 지역주민들은 “연고도 없는 곳에 와서 살겠다하니 주민들의 반발이 크지……. 문제 없다고,,,,,, 하기야 개.돼지로 보니까? 그렇겠지만,,,, 그럼 양산 주민이 정말 개.돼지 일까????"
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 13:24:00,식민지 국민들,"사면론 꺼네질던 말아라~~~ !!! 누구든!!! 사면못한다해도, 내년 초면 자연스럽게 사면이 될것이다! 지금 분위기를 보거라~~~ 민주당의 모든 두뇌가 부정에, 말안듣고, 우왕좌왕 아닌가,,,,,, 문재인 잘해서 대통이 되었던가,,,, 박근혜가 못해서 되었고!!! 오세훈이가 한게 무었이 있었던가? 없지 않는가? 문재인이 못해서 서울시장 되지 않았나! 내년엔 민주당은 대통령 절대 불가하다!!! 나라의 국토를 투전판으로 만들어 놓았는데 누가 찍겠는가? 콩크리트 지지층도 이탈하고 있는 마당에,,,, 그럼 개임 끝난거 아닌가,,, 김대중이 사형선고, 노무현이 뇌물? 자살! 비빌 언덕이 없으니 그런자들을 추앙하면서 언덕을 삼지 않았는가??? 진보란 자들이..... 그러면!!! 이명박이 박근혜 나오면 그를 지지하는 세력들이 그들을 언덕삼아 정치공세를 퍼 붙을거고,,,, 한심하지만 현실이..... 돌고, 돌잖아 현실이..... 작금의 현실에만 안주하고, 유비무환이 없는 국민들을 데리고 노는 정치꾼들!!!! 인형극과 무었이 다른단 말인가??? 꼭뚜각시 국민들....ㅋ ㅋ ㅋ"
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 12:03:00,nbv,"권력에 중독성이 강한 다선의원들은
새로운것을 몰르지"
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 10:43:00,사필귀정,기자야 글자 교정 좀 잘해라...
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 10:08:00,김동재,김종인이 발굴한 김웅의원이 당대표가 된다면 김종인이 대표로 이끌던 국민의 힘과 다를바없이 똑같이 돌아갈 것이다.
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 10:04:00,-,"지사직 열심히 하라고 제주도민이 뽑아줬건만 수시로 여의도로 올라와 세미나니 포럼이니 뭐니 대권욕심만 채운 지사도 문제이고 초선으로 뽑아줬더니 지역공약은 관심없고 당권에 욕심있는 의원도 문제이다.
당권 안돼도 차차기나 차기 총선을 위해서 지명도도 쌓고 자기 정치만 하려고 한느거 국민이 바보가 아닌이상 다 안다...
한방에 간다.."
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 09:45:00,p19****,김웅의원님. 저는 송파갑 주민입니다. 의원님의 지역구인 송파갑 주민으로서 의원님이 국회의원후보시절 내걸었던 파크리오아파트내 중학교 신설등 지역현안(공약이행)에 힘써 주실것을 강력히 요청합니다. 지역구에서는 중앙정치 무대만 기웃거리고 지역구 현안에는 관심이 없는 사람이라고 많은 분들이 허탈해 하고 있습니다. 이리 기웃 저리 기웃하는 모습이 안타깝습니다. 집안일 해결이 우선입니다. 민심은 언제든지 환호에서 돌팔매로 변할 수 있다라는 점 잊지 마시기를 바랍니다.
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 09:45:00,바람재,도로한국단. 하진 친일파 기반정덩 어디가겠나. 탄핵 사과는 결국 악어의 눈물이였네 니들 대선은 물건너갔다
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 09:04:00,이삭,젊은 김웅의원 한번 잘해봐라
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 08:36:00,아방,죄를 지었으면 죗값을 치러야지 사면은 무슨...사면얘기 꺼내지도 마라 성범죄끝좌 안희정 나올라
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 08:34:00,예인의집sign,구태정치 이낙연씨는 짐싸들고 한국당으로 가고? 김웅씨 민주당으로 오세요
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 08:24:00,ys kim,입으로 만날떠들어봐야 소용없는거고 국짐당이 바뀔려면 맹바기 그네 추종하는 국짐당 국개의원들이 다없어져야 비호감도가 사라진다 고로 국짐당은 절데로 국힘당이될수없고 계속 국짐당이되는거다 갱상도가 절데로 안변하거든
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 07:58:00,noa****,"그래 제발 나서서 김무성 같은 얼치기, 건달 정치인들을 정치권에서 아주 몰아냅시다. 기회주의자 김무성.. 이놈의 인간... 나라를 팔아먹고도 남을 인간 김무성의 또 다른 이름은 이완용2"
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 07:57:00,천방지축 1,쇄신의 기회 젊은이들이 나서야 보수가 달라질것이고 나라도 당연히...지지합니다 적극적으로
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 07:29:00,구만리,너같은게 나서도 변하긴할거야.암덩어리로.
당권 도전 김웅 “통합만 좇으면 당 끝장...사면 얘기할 때 아니다”,2021-04-26 06:00:00,2021-04-26 08:09:00,jooni,@구만리 말하는꼴이
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-04-04 18:44:00,김성진,"안철수씨, 지금 국민의힘 태도를 보십시오. 안철수씨는 지금 어리석은 행동을 하고 있는 것입니다."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-26 02:21:00,CHOI BOK SHIM,"김종인 “안철수, 정권교체에 지장 초래할 것”
백번 맞는 말이다!
내년 대선 가봐라~
국민의힘에
안철수가 목에 걸린 가시가 될게다!"
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 21:12:00,X파일,"김종인의 단점은 정권교체는 국힘만 해야 한다는 철딱서니 없는 노인네라는 점. 정권교체는 그때 가봐야 알 일이고, 국힘도 예외는 아니다. 물론 국민의정당이나 다른 세력 역시 그때 가봐야 안다. 김칫국 마실 생각말고 그런 자격을 갖추었는지부터 따져봐라. 정권교체는 아직은 국힘에게 달려있는 문제가 아니다."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 16:19:00,gorea3368,동국제일책사.!
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 15:39:00,my chang,"""임지선 ""이 똘녀여""

""타이틀만 바라보면""
김종인 비상대표가 엉뚱한 고집을 부리는것으로 착각하겠다,
타이틀을 다음부터는 이따이로 올리지마라,
이 똘녀여,~~~"
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 14:29:00,벌침이야기책저자,정치 문외한이지만 초등학교 반장 선거도 그렇게 하지 않는다.정견발표도 없이 234등하는 자들ㄹ이 뭉쳐서 1등하는 사람을 떨어뜨리기 위해 선거를 한다면 선거에서 이긴들 그것이 무슨 의미가 있나요? 국ㅁㄴ 삶을 바꿀 정치목적부터 밝혀주시기 바랍니다.
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 14:10:00,대한민국사나이,노망난 김노인
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 13:12:00,우그리,"다른사람들은 지금 저 나이되면 거의 대부분 산에 누워있는데, 노망기들어 헛소리나 지껄이고 있으니 한심한 일이다, 국힘당은 저 노인 안 쫒아내고 뭐하고 있나?
저 늙은이 때문에 당 이미지 조차 엉망이다."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 13:09:00,우그리,저 노망난 늙은이의 입주둥이를 잡아 찢어놔야 할 놈이다.
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 13:07:00,엠마우스,"ㅂㅂㅂ벌건 넥타이까지 매고 나가서 박수받고 있는데, 다음 대선을 생각함서 한신이 동네깡패의 가랑이 아래를 네 발로 기어가는 심정으로 넘어갈라하는데 김 회장이 지속적으로 고추가루 ㅃㅃㅃㅃ뿌려대넹~~~~ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ"
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 12:50:00,mk****,ㅍㅎㅎㅎ...잉크도 마르지 않았는데...철수는 그냥 신기루...배신의 아이콘 5세 훈이...MB키즈 답다...
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 11:33:00,image,"그릇 작은 소인배..
간에 붙었다 쓸개에 붙었다 선거판만
돌아다니면 배신과 갈등과 분노와 증오만 불러일으켜...
이자가 나라에 기여한게 뭐냐...
나이들었으면 나잇값을 해야지.. 보기 추하다..."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 11:31:00,최흥선,"'박정희가 김대중 납치를 지시했다? 아니고 박정희 아래 '용병들' 짓이었는데 민주당 김대중 정권 이양 과정을 봤더니 민주당이 궁색하고 민노당이 감정이 격해 그냥 '네거티브', 박정희 죽일 놈을 만들어 놨고 무슨 나라 문제를 어떻게 해결할까가 아니라 일단 정권 먹고 보자는 선거꾼들 심리, '메뚜기'들 분명 신당 만들 텐데 '소련 탱크' 잡는 안철수는 김 종필짓을 할 것이고 ...' 직업 정치인들은 학자들하고 또 다르죠."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 10:36:00,반가운이,"한마디로 안철수는 계륵같은 존재이고
걸림돌이라는 말씀.
이런 소리를 듣고도 낯바닥 깔고 오세훈 도와주겠다고
나서는 모양을 보니 이젠 갈데도없고 동네북 신세.
불쌍한 안철수를 어째사쓰까!
미국가서 마라톤이나 해야할 팔자인 모양이다.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 10:25:00,GreatKorea,이런...안철수가 이 기사를 보면 얼마나 열이 받겠는가. 기자는 이런 기사를 써서 안철수 열받게 만들지 마라.
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 10:15:00,hjjo****,간찰수는 완전 철수하겠네.... 불쏘시게로 끝났네... 첨부터 단일화 꺼내지 말고 직진했어야지 국짐이 단일화로 너를 용인하겠냐???? 모지리 미달이 ㅋㅋㅋ
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 10:08:00,강물처럼,"애잔하다.
이럴줄 몰랐나?
그래서...초딩! 어벙!
이런 소릴 듣는거다.
요번 경선으로 더이상 존재감 없어짐"
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 09:38:00,cha,"김종인은 안철수의 등에다 칼을 꽂는 노랭이다.
더 이상 민주당 프락치 역할 그만하고
남은 인생 광주 무덤 앞에 주욱 꿇어있거라."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 09:09:00,itaait,"오세훈 떨어진다는 예언이다, 당선되면 4월에 그만둘 사람이 철수 견제하구, 윤씨 어쩌구 하겠는가."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 09:03:00,Jay Shim,"욕은 바가지로 먹고사나
능력은 대단하네.
여태 여기저기 붙어 누리며 잘 해 먹고 있는 것 하며
다음 윤석렬에 붙어 몇년 더 해 먹을 수 있을 것 같으니 말이다.
반드시 저자의 전기를 잘 정리 해 후세가 배우며 평가 하도록 하면
좋을것 같다.
현재로선 돈만 밝히는 정치인만 있는 정치판에선 어느누구도 게임이 안될 것 같음.
오래사쇼."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 08:41:00,nbv,용역업자가 떠나면 국짐당은 볼만할거다
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 08:39:00,sky2018,이제 노망 짓거리 그만 하고 집에 가라.
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 07:31:00,chhan****,"자신을 대단한척 하지마라 미래의 대한민국을 이야기하고 있는 안철수와 현제의 기득권자와 개임에서 이겼을 뿐이다 유권자를 선하게 보지않느다 뻔한 개임에서 거악이 있어 차악과 함께 잡고 싶어했다 결과는 차악이 가지고 갔을 뿐이다 3,3,2 의 유권자 분포를 깨고 미래의 정치판을 만드는 것이 중요했건만 실패했다 언제나 이분포가 깨질까 답답하다 ......미래 이야기는 없고"
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 04:46:00,Sung Kong,김종인 입으로 문재인 대통령께서 지난 4년간 뭘 해놓았느냐는 소리는 지난 4년간 식물 인간 하다가 섬뜻 일어나 헛소리 하는 모양이다.문나라는선진국이 되었고 극일을 이루었고 G7에서 참석하여 주십시오 초청받는 귀하신 세계 제1의 민주주의 국가가 되었다.명박그네의 들치기 부패 적폐를 밟고 크린한 정부로 환골탈퇴하셨다
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 04:30:00,chong,"철수.짜왕 디스하네
하긴 본인이 국짐당 후보가 되어야 하니까
누가 나와도 국짐당 대통령 되는일 없다
그리고 정치인도 정년을 만들어야지 웬 할배들이 설치는지......"
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 03:43:00,hng****,"안철수를 어떻게 말려, 습관성 출마인걸."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 01:47:00,kimkw****,"김종씨!
당신의 역할은 여기까지인것 같소이다.
나는 보통사람이라 생각하는데 당신의 사고를 이해하기 어렵네요.
편견에 사로잡혀 무슨 정치를하고 무슨 사람을 키우겠소?"
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 00:43:00,my chang,"""타이틀만 바라보면""
김종인 비상대표가 엉뚱한 고집을 부리는것으로 착각하겠다,
임지선 ""양아치,,기자여,~~~"
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-24 23:40:00,긴도깡,칠수야 민주벌겅이들 박멸하는데 한팔힘을 보태거라
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-24 23:16:00,i635****,"안철수, 토사구팽이라.......
ㅉㅉㅉ.... 에구 철수야."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-24 23:11:00,새샘거리,"오세훈과 적패들은 부동산으로 돈벌려고 서울시장 후보냈구나
오세훈 효과라나?
난리낫다 막ㄱ구 올라간다
오세훈 김종인 박형준 주호여 하태경 얼마나 좋을까?
부럽다"
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-24 23:11:00,바보이반,국짐당에 대선 후보 누가 있나? ㅎㅎ 차라리 종인할배가 나서면 모르겠다. 나이가 많아서 될랑가 모르겠지만.
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-24 23:08:00,도해,나도 할배말이 맞다고 생각은하는데 일단은 선거끝날때까지만 가만있어봐요 안철수 저거 빈정상해서 뭔짓을할지 몰라서...
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-24 22:39:00,돌박사,"그래도 산전수전 모두 겪으신 노정객이시다 보니까 보는 눈은 달고 계시구먼......!
아예 깜냥도 되도 않는 것들, 윤가놈이나 허구한날 철수만 해대는 무녀리 철수말고 종인翁께서 大權에 도전하시는 게 어떠신지?
솔까, 혀짤배기 '영남의 똥' 당에 사람다운 것 한 개라도 있소이까?
낯짝만 사람일 뿐, 속은 시커먼 짐승들이라는 말이외다.
곽상도놈 한개만 봐도 그렇잖소? 그놈은 흥신소 직원도 아니고, 대통령 가족들 뒷 조사로 국개의원직을 유지 하고 있지 않소?
면면을 살펴보면 짐승들 가운데 그나마 덜 짐승화한 종인翁이 제격이오.
그렇게 해서 한판 붙어봅시다."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-25 09:39:00,cha,"@돌박사 김종인은 안철수의 등에다 칼을 꽂는 노랭이다.
더 이상 민주당 프락치 역할 그만하고
남은 인생 광주 무덤 앞에 주욱 꿇어있거라."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-24 23:42:00,로이윌리엄,"@돌박사 화끈한 댓글 짝짝짝!
찬성 백개쯤 주고 싶음.^^
그런데 종인 영감탱이도 한심한 인간이니 대권에 나선다면 그것도 코미디고.."
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-24 23:22:00,돌박사,이 댓글은 작성자 또는 관리자에 의해 삭제된 댓글입니다.
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-24 23:22:00,돌박사,"@삭제된 댓글입니다 이자슥아! 내 댓글을 읽어나 봤냐? 나는 서울태생이며 충남인이지만 너희들 갱생도 것들의 못되 처먹은 버르장머리를 고쳐주려고 저격수 노릇을 하는 것이니라.
조상들의 업보를 미화하고 군홧발로 민중을 짓밟은 것들이 누구더냐?
게다가 한, 둘이냐? 5.18. 세월호.....! 대한민국에 너희들만이 정권잡고 너희들만이 떵떵거리며 살고싶지? 이런개 호 로 쉨키 같은 놈아!"
"김종인 “안철수, 정권교체에 지장 초래할 것”",2021-03-24 22:15:00,2021-03-24 23:41:00,로이윌리엄,"@돌박사 화끈한 댓글 짝짝짝!
찬성 백개쯤 주고 싶음.^^"
"이태규 ""김종인, 윤석열 통한 구상 안풀리니 짜증""",2021-04-23 10:34:00,2021-04-23 16:10:00,nbv,"무슨짖을 해도 중증 치매 민심은 좋아 좋아

일 오염수 방류에도 침묵하는 국국짐당보라

이제 미국이 오염수 좋닥하먼 우리도 할판"
"이태규 ""김종인, 윤석열 통한 구상 안풀리니 짜증""",2021-04-23 10:34:00,2021-04-23 12:57:00,반가운이,"나라가 잘될려면 국민의 짐,국민의 당,윤석열,김종인,홍준표
여기에 관계된 인물들은 모조리 정계를 은퇴해야한다.
국민들한테 일생에 도움이 안되는 작자들."
"김종인 “윤석열, 5월 중순 의사표시 있을 것… 안철수 ‘별의 순간’ 10년 전 놓쳤다”",2021-03-26 10:43:00,2021-04-15 06:43:00,시리우스,"심부름센터 직원은 일 끝나면 돈 받고 떠나면 되지, 무슨 이러쿵 저러쿵... 자기 고용주를 대하는 기본도 없는 사람이구만."
"김종인 “윤석열, 5월 중순 의사표시 있을 것… 안철수 ‘별의 순간’ 10년 전 놓쳤다”",2021-03-26 10:43:00,2021-03-28 06:19:00,semic****,국민의 머슴 노릇 하겠다는 분들을 별이라 표현하시면 되겠습니까? 이 작자들 머슴이 아니라 진짜 별이 되려 하는가요.
"김종인 “윤석열, 5월 중순 의사표시 있을 것… 안철수 ‘별의 순간’ 10년 전 놓쳤다”",2021-03-26 10:43:00,2021-03-27 19:14:00,강효중,"영감이.지치지도 않네...
또 뭘 할려고..."
